3130,0:0:2,0,F,LAUNCH_PAD,21.9,23.4,101.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:2,1,F,LAUNCH_PAD,21.9,23.4,101.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:2,2,F,LAUNCH_PAD,21.9,23.4,101.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:3,3,F,LAUNCH_PAD,21.9,23.4,101.1,5.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:3,4,F,LAUNCH_PAD,21.9,23.4,101.1,5.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:3,5,F,LAUNCH_PAD,21.9,23.4,101.1,5.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:3,6,F,LAUNCH_PAD,21.9,23.4,101.1,5.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:3,7,F,LAUNCH_PAD,21.9,23.4,101.1,5.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:3,8,F,LAUNCH_PAD,21.9,23.5,101.1,5.0,0.1,-0.1,-0.1,0.0,0.0,0.0,0.1,-0.1,-0.1,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:3,9,F,LAUNCH_PAD,21.9,23.5,101.1,5.0,-0.4,-0.2,-0.4,-0.4,-0.2,-0.4,-0.4,-0.2,-0.4,69,0,0,0,0,0,CMD,EX,,Substate,0,0,03130,0:0:3,10,F,LAUNCH_PAD,21.9,23.5,101.1,5.0,-0.4,-0.2,-0.4,-0.4,-0.2,-0.4,-54.9,-15.8,2.2,69,0,0,0,0,0,CMD,EX,,Substate,0,03130,0:0:4,11,F,LAUNCH_PAD,21.9,23.5,101.1,5.0,-0.4,-0.2,-0.4,-0.4,-0.2,-0.4,-53.8,-15.6,2.5,69,0,0,0,0,0,CMD,EX,,Substate,0,03130,0:0:4,12,F,LAUNCH_PAD,21.9,23.5,101.1,5.0,-0.4,-0.2,-0.4,-0.4,-0.2,-0.4,-53.5,-16.0,1.0,69,0,0,0,0,0,CMD,EX,,Substate,0,03130,0:0:4,13,F,LAUNCH_PAD,21.9,23.5,101.1,5.0,-0.0,0.0,0.0,-0.4,-0.2,-0.4,-0.0,0.0,0.0,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:4,14,F,LAUNCH_PAD,22.1,23.5,101.1,5.0,0.1,0.0,-0.0,-0.4,-0.2,-0.4,0.1,0.0,-0.0,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:4,15,F,LAUNCH_PAD,22.2,23.5,101.1,5.0,0.0,-0.0,0.1,-0.4,-0.2,-0.4,0.0,-0.0,0.1,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:4,16,F,LAUNCH_PAD,22.1,23.5,101.1,5.0,0.0,0.0,-0.0,-0.4,-0.2,-0.4,0.0,0.0,-0.0,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:4,17,F,LAUNCH_PAD,22.0,23.5,101.1,5.0,0.1,0.0,0.0,-0.4,-0.2,-0.4,0.1,0.0,0.0,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
3130,0:0:4,18,F,LAUNCH_PAD,22.0,23.5,101.1,5.0,-0.1,0.0,0.1,-0.4,-0.2,-0.4,-0.1,0.0,0.1,69,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
