0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,-0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,-0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,-0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.1,101.2,5.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.0,101.2,5.0,0.0,-0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.1,101.2,5.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
0,0,0,0,0,13.7,24.1,101.2,5.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,CMD,EX,,Substate,0,0,0,0
