3130,0:0:2,0,F,LAUNCH_PAD,77.0,24.3,100.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,70,71,72,73,73,74,,DISARMED,0,0,0,0
3130,0:0:2,1,F,LAUNCH_PAD,77.0,24.3,100.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,70,71,72,73,73,74,,DISARMED,0,0,0,0
3130,0:0:2,2,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,70,71,72,73,73,74,,DISARMED,0,0,0,0
3130,0:0:2,3,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,70,71,72,73,73,74,,DISARMED,0,0,0,0
3130,0:0:2,4,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,70,71,72,73,73,74,,DISARMED,0,0,0,0
3130,0:0:2,5,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,70,71,72,73,73,74,,DISARMED,0,0,0,0
3130,0:0:2,6,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,70,71,72,73,73,74,,DISARMED,0,0,0,0
3130,0:0:3,7,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,69,70,71,72,73,73,74,,DISARMED,0,0,0,0
3130,0:0:3,8,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,69,70,71,72,73,73,74,,DISARMED,0,0,3130,0:0:3,9,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,69,70,71,72,73,73,74,,DISARMED,0,0,3130,0:0:3,10,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,69,70,71,72,73,73,74,,DISARMED,0,03130,0:0:3,11,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,69,70,71,72,73,73,74,,DISARMED,0,03130,0:0:3,12,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,69,70,71,72,73,73,74,,DISARMED,0,03130,0:0:3,13,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,69,70,71,72,73,73,74,,DISARMED,0,03130,0:0:3,14,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,69,70,71,72,73,73,74,,DISARMED,0,03130,0:0:3,15,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,69,70,71,72,73,73,74,,DISARMED,0,03130,0:0:3,16,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,-0.0,-0.0,-0.1,69,70,71,72,73,73,74,,DISARMED,0,03130,0:0:3,17,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,-0.0,-0.0,-0.0,-0.1,-0.0,0.0,-0.0,69,70,71,72,73,73,74,,DISARMED,0,0,03130,0:0:3,18,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,69,70,71,72,73,73,74,,DISARMED,0,0,0,0
3130,0:0:3,19,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,20,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,21,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,22,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,23,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,24,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,25,F,LAUNCH_PAD,76.9,24.4,100.4,4.9,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,26,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,27,F,LAUNCH_PAD,76.9,24.4,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,28,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,29,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,30,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,31,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,32,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,33,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,34,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,35,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,36,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,37,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,38,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,39,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,40,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,0.0,-0.0,0.0,0.0,10.1,-5.6,-77.9,69,70,71,72,73,73,74,,DISARMED,0,0,0,3130,0:0:3,41,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,69,70,71,72,73,73,74,,DISARMED,0,0,0,03130,0:0:3,42,F,LAUNCH_PAD,76.9,24.3,100.4,4.8,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,69,70,71,72,73,73,74,,DISARMED,0,0,0,0
